gym,fighter_count,example_fighters,google_search_url,google_places_query,resolved_address,latitude,longitude,elevation_m,elevation_ft,google_place_id,lookup_status,notes
"KC Fight Base, Liverpool Combat Academy, The MMA Academy",1,Kurtis Campbell,https://www.google.com/search?q=KC+Fight+Base%2C+Liverpool+Combat+Academy%2C+The+MMA+Academy+MMA+gym+location+elevation,"KC Fight Base, Liverpool Combat Academy, The MMA Academy",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kelly Davis MMA,1,Jared Gooden,https://www.google.com/search?q=Kelly+Davis+MMA+MMA+gym+location+elevation,Kelly Davis MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kiboju Mannheim,1,Dennis Siver,https://www.google.com/search?q=Kiboju+Mannheim+MMA+gym+location+elevation,Kiboju Mannheim,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kickass MMA,1,Steven Kennedy,https://www.google.com/search?q=Kickass+MMA+MMA+gym+location+elevation,Kickass MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kill Cliff FC,12,Baisangur Susurkaev; Brendan Allen; Da'Mon Blackshear; Esteban Ribovics; Gregory Rodrigues,https://www.google.com/search?q=Kill+Cliff+FC+MMA+gym+location+elevation,Kill Cliff FC,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kill Cliff FC / Brazilian Warriors,1,Claudio Puelles,https://www.google.com/search?q=Kill+Cliff+FC+%2F+Brazilian+Warriors+MMA+gym+location+elevation,Kill Cliff FC / Brazilian Warriors,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Kimura-Natal, Nova Uniao RJ",1,Jussier Formiga,https://www.google.com/search?q=Kimura-Natal%2C+Nova+Uniao+RJ+MMA+gym+location+elevation,"Kimura-Natal, Nova Uniao RJ",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kings MMA,2,Jared Vanderaa; Nikolay Veretennikov,https://www.google.com/search?q=Kings+MMA+MMA+gym+location+elevation,Kings MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Kings MMA - Huntington Beach, CA",5,Beneil Dariush; Marvin Vettori; Mauricio Rua; Rafael Dos Anjos; Ricardo Abreu,https://www.google.com/search?q=Kings+MMA+-+Huntington+Beach%2C+CA+MMA+gym+location+elevation,"Kings MMA - Huntington Beach, CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kings MMA El Paso,1,Montserrat Conejo Ruiz,https://www.google.com/search?q=Kings+MMA+El+Paso+MMA+gym+location+elevation,Kings MMA El Paso,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
KKS Sparta Achen,1,Gokhan Saricam,https://www.google.com/search?q=KKS+Sparta+Achen+MMA+gym+location+elevation,KKS Sparta Achen,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Kleber Repolho Jiujitsu MMA,1,Manel Kape,https://www.google.com/search?q=Kleber+Repolho+Jiujitsu+MMA+MMA+gym+location+elevation,Kleber Repolho Jiujitsu MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Knoxville Martial Arts Academy- Knoxville, TN",1,Ovince Saint Preux,https://www.google.com/search?q=Knoxville+Martial+Arts+Academy-+Knoxville%2C+TN+MMA+gym+location+elevation,"Knoxville Martial Arts Academy- Knoxville, TN",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Knuckleheadz Boxing & MMA,1,Chris Beal,https://www.google.com/search?q=Knuckleheadz+Boxing+%26+MMA+MMA+gym+location+elevation,Knuckleheadz Boxing & MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
KO Squad,1,Melissa Gatto,https://www.google.com/search?q=KO+Squad+MMA+gym+location+elevation,KO Squad,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
KO Zone,1,Daniel Frunza,https://www.google.com/search?q=KO+Zone+MMA+gym+location+elevation,KO Zone,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Korean Top Team - Seoul, South Korea",6,Da Woon Jung; Dongi Yang; Hyun Gyu Lim; JunYong Park; Tae Hyun Bang,https://www.google.com/search?q=Korean+Top+Team+-+Seoul%2C+South+Korea+MMA+gym+location+elevation,"Korean Top Team - Seoul, South Korea",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Korean Zombie MMA,1,SeungGuk Choi,https://www.google.com/search?q=Korean+Zombie+MMA+MMA+gym+location+elevation,Korean Zombie MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
La Bodega,1,Alvin Hines,https://www.google.com/search?q=La+Bodega+MMA+gym+location+elevation,La Bodega,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lamiro Fight Club,1,Losene Keita,https://www.google.com/search?q=Lamiro+Fight+Club+MMA+gym+location+elevation,Lamiro Fight Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Last Stand Fight Team,1,Michael McDonald,https://www.google.com/search?q=Last+Stand+Fight+Team+MMA+gym+location+elevation,Last Stand Fight Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Lauzon MMA - Easton, MA",2,Joe Lauzon; Joe Proctor,https://www.google.com/search?q=Lauzon+MMA+-+Easton%2C+MA+MMA+gym+location+elevation,"Lauzon MMA - Easton, MA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
LAW MMA,3,Charlie Campbell; Chris Weidman; Matt Frevola,https://www.google.com/search?q=LAW+MMA+MMA+gym+location+elevation,LAW MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Law School MMA,1,Danny Barlow,https://www.google.com/search?q=Law+School+MMA+MMA+gym+location+elevation,Law School MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Legion Gym,1,Ramazan Temirov,https://www.google.com/search?q=Legion+Gym+MMA+gym+location+elevation,Legion Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Life MMA / Portugal Top Team,1,Alice Pereira,https://www.google.com/search?q=Life+MMA+%2F+Portugal+Top+Team+MMA+gym+location+elevation,Life MMA / Portugal Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lil’ Monster’s Academy of Pain,1,Vanessa Demopoulos,https://www.google.com/search?q=Lil%E2%80%99+Monster%E2%80%99s+Academy+of+Pain+MMA+gym+location+elevation,Lil’ Monster’s Academy of Pain,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lioness Studio,1,Priscila Cachoeira,https://www.google.com/search?q=Lioness+Studio+MMA+gym+location+elevation,Lioness Studio,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Lions High Performance Centre - Sydney, Australia",2,James Te Huna; Tyson Pedro,https://www.google.com/search?q=Lions+High+Performance+Centre+-+Sydney%2C+Australia+MMA+gym+location+elevation,"Lions High Performance Centre - Sydney, Australia",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lions MMA,1,Rodrigo Sezinando,https://www.google.com/search?q=Lions+MMA+MMA+gym+location+elevation,Lions MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lions Pride MMA,1,Jimi Manuwa,https://www.google.com/search?q=Lions+Pride+MMA+MMA+gym+location+elevation,Lions Pride MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lion’s Den Academy,1,Marwan Rahiki,https://www.google.com/search?q=Lion%E2%80%99s+Den+Academy+MMA+gym+location+elevation,Lion’s Den Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Lloyd Irving's MMA Temple Hills, MD",1,James Vick,https://www.google.com/search?q=Lloyd+Irving%27s+MMA+Temple+Hills%2C+MD+MMA+gym+location+elevation,"Lloyd Irving's MMA Temple Hills, MD",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lobo Gym MMA,1,Alexa Grasso,https://www.google.com/search?q=Lobo+Gym+MMA+MMA+gym+location+elevation,Lobo Gym MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"London Shootfighters, London, UK",3,David Dvorak; John Hathaway; Michael Venom Page,https://www.google.com/search?q=London+Shootfighters%2C+London%2C+UK+MMA+gym+location+elevation,"London Shootfighters, London, UK",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Long Island MMA,3,Brian Kelleher; Chris Wade; Dennis Bermudez,https://www.google.com/search?q=Long+Island+MMA+MMA+gym+location+elevation,Long Island MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Lotus MMA,1,Guilherme Pat,https://www.google.com/search?q=Lotus+MMA+MMA+gym+location+elevation,Lotus MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Luistro Combat Academy,2,Cody Haddon; Quillan Salkilld,https://www.google.com/search?q=Luistro+Combat+Academy+MMA+gym+location+elevation,Luistro Combat Academy,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Machida Martial Arts,1,Rodolfo Vieira,https://www.google.com/search?q=Machida+Martial+Arts+MMA+gym+location+elevation,Machida Martial Arts,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Main Street Boxing & Muay Thai,1,Rayanne Dos Santos,https://www.google.com/search?q=Main+Street+Boxing+%26+Muay+Thai+MMA+gym+location+elevation,Main Street Boxing & Muay Thai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Main Street Boxing and Muay Thai,2,Mike Jackson; Yadier del Valle,https://www.google.com/search?q=Main+Street+Boxing+and+Muay+Thai+MMA+gym+location+elevation,Main Street Boxing and Muay Thai,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Mammadaliyev Team,1,Tofiq Musayev,https://www.google.com/search?q=Mammadaliyev+Team+MMA+gym+location+elevation,Mammadaliyev Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Manchester Top Team,2,Ateba Gautier; Lerone Murphy,https://www.google.com/search?q=Manchester+Top+Team+MMA+gym+location+elevation,Manchester Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Marajo Brothers,2,Amanda Lemos; Iuri Alcantara,https://www.google.com/search?q=Marajo+Brothers+MMA+gym+location+elevation,Marajo Brothers,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Marathon MMA,4,Garrett Armfield; Miles Johns; Trey Ogden; Zach Scroggin,https://www.google.com/search?q=Marathon+MMA+MMA+gym+location+elevation,Marathon MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Marinobles Kickboxing - Roseville, CA",1,Max Griffin,https://www.google.com/search?q=Marinobles+Kickboxing+-+Roseville%2C+CA+MMA+gym+location+elevation,"Marinobles Kickboxing - Roseville, CA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
"Mark Chericos Martial Arts, Pittsburgh PA",1,Adam Milstead,https://www.google.com/search?q=Mark+Chericos+Martial+Arts%2C+Pittsburgh+PA+MMA+gym+location+elevation,"Mark Chericos Martial Arts, Pittsburgh PA",,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Marquez MMA,3,Andre Petroski; Pat Sabatini; Sean Brady,https://www.google.com/search?q=Marquez+MMA+MMA+gym+location+elevation,Marquez MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Marquez MMA Gym,1,Mashrabjon Ruzibaev,https://www.google.com/search?q=Marquez+MMA+Gym+MMA+gym+location+elevation,Marquez MMA Gym,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Martinez BJJ,1,Chris Daukaus,https://www.google.com/search?q=Martinez+BJJ+MMA+gym+location+elevation,Martinez BJJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
McBride MMA,1,Michael McBride,https://www.google.com/search?q=McBride+MMA+MMA+gym+location+elevation,McBride MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Megaton Dias BJJ,1,Mackenzie Dern,https://www.google.com/search?q=Megaton+Dias+BJJ+MMA+gym+location+elevation,Megaton Dias BJJ,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Metro Fight Club,3,Adrian Yanez; Cameron Smotherman; Mana Martinez,https://www.google.com/search?q=Metro+Fight+Club+MMA+gym+location+elevation,Metro Fight Club,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Mi Thai Boxing System; Parabellum MMA,1,Alessandro Ricci,https://www.google.com/search?q=Mi+Thai+Boxing+System%3B+Parabellum+MMA+MMA+gym+location+elevation,Mi Thai Boxing System; Parabellum MMA,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
Michigan Top Team,1,Randa Markos,https://www.google.com/search?q=Michigan+Top+Team+MMA+gym+location+elevation,Michigan Top Team,,,,,,,pending_google_api_lookup,Elevation intentionally left blank until Google Maps API lookup is run; avoid guessing for ambiguous gym names.
